Age,Department,EducationLevel,YearsAtCompany,YearsAtCompany_log,MonthlyIncome,MonthlyIncome_log,JobSatisfaction,PerformanceScore,CompetencyScore,PerformanceVelocity,PotentialGap,TrainingHours,TrainingHours_log,TrainingIntensity,TrainingEfficiency,Cluster
23.0,HR,4,24.0,3.2188758248682006,8344.0,9.029417836095936,5.0,3.0,3.0,0.12,0.0,56.0,4.04305126783455,2.24,0.9259259259259258,0
42.0,HR,4,18.0,2.9444389791664403,20902.0,9.947647968321782,1.0,4.0,1.0,0.21052631578947367,3.0,76.0,4.343805421853684,4.0,0.8,0
22.0,Marketing,4,17.0,2.8903717578961645,9915.0,9.201904893155081,2.0,3.0,1.0,0.16666666666666666,2.0,67.0,4.219507705176107,3.7222222222222223,0.6352941176470588,0
44.0,Engineering,1,16.0,2.833213344056216,15334.0,9.637893076548352,2.0,3.0,1.0,0.17647058823529413,2.0,77.0,4.356708826689592,4.529411764705882,0.5425531914893618,0
50.0,Operations,3,18.0,2.9444389791664403,5360.0,8.586905803827538,3.0,2.0,3.0,0.10526315789473684,-1.0,96.0,4.574710978503383,5.052631578947368,0.3304347826086957,0
58.0,Finance,4,20.0,3.044522437723423,11200.0,9.32375833901174,2.0,5.0,3.0,0.23809523809523808,2.0,91.0,4.5217885770490405,4.333333333333333,0.9375,0
22.0,Sales,4,13.0,2.639057329615259,22558.0,10.023889378388423,4.0,2.0,4.0,0.14285714285714285,-2.0,51.0,3.9512437185814275,3.642857142857143,0.4307692307692308,0
41.0,Finance,1,17.0,2.8903717578961645,5881.0,8.67965211911394,2.0,4.0,2.0,0.2222222222222222,2.0,36.0,3.6109179126442243,2.0,1.3333333333333333,0
53.0,Marketing,4,18.0,2.9444389791664403,2314.0,7.747164966520335,3.0,3.0,3.0,0.15789473684210525,0.0,7.0,2.0794415416798357,0.3684210526315789,2.192307692307692,1
32.0,HR,1,14.0,2.70805020110221,20473.0,9.926911067479717,2.0,2.0,4.0,0.13333333333333333,-2.0,43.0,3.784189633918261,2.8666666666666667,0.5172413793103449,0
42.0,HR,2,14.0,2.70805020110221,13297.0,9.495368926962401,1.0,4.0,2.0,0.26666666666666666,2.0,97.0,4.584967478670572,6.466666666666667,0.5357142857142857,0
45.0,Sales,4,3.0,1.3862943611198906,10935.0,9.299815378403785,5.0,3.0,3.0,0.75,0.0,4.0,1.6094379124341003,1.0,1.5,1
48.0,HR,2,12.0,2.5649493574615367,11823.0,9.377886643187983,4.0,5.0,3.0,0.38461538461538464,2.0,30.0,3.4339872044851463,2.3076923076923075,1.5116279069767442,1
36.0,Sales,2,2.0,1.0986122886681096,11823.0,9.377886643187983,3.0,4.0,1.0,1.3333333333333333,3.0,44.0,3.8066624897703196,14.666666666666666,0.25531914893617025,2
35.0,Operations,2,15.0,2.772588722239781,19048.0,9.854769885738698,1.0,1.0,2.0,0.0625,-1.0,8.0,2.1972245773362196,0.5,0.6666666666666666,0
23.0,Operations,4,8.0,2.1972245773362196,14322.0,9.569621915779866,5.0,4.0,3.0,0.4444444444444444,1.0,31.0,3.4657359027997265,3.4444444444444446,0.8999999999999999,0
57.0,Sales,3,12.0,2.5649493574615367,20313.0,9.919065582499446,2.0,3.0,1.0,0.23076923076923078,2.0,32.0,3.4965075614664802,2.4615384615384617,0.8666666666666666,0
27.0,Marketing,3,19.0,2.995732273553991,6219.0,8.735525185733225,4.0,4.0,2.0,0.2,2.0,66.0,4.204692619390966,3.3,0.9302325581395349,0
41.0,HR,1,12.0,2.5649493574615367,16186.0,9.69196372993396,2.0,3.0,3.0,0.23076923076923078,0.0,29.0,3.4011973816621555,2.230769230769231,0.9285714285714286,0
59.0,Marketing,2,16.0,2.833213344056216,6938.0,8.844912950899548,1.0,3.0,2.0,0.17647058823529413,1.0,28.0,3.367295829986474,1.6470588235294117,1.1333333333333333,0
45.0,Engineering,4,7.0,2.0794415416798357,8240.0,9.016876974763383,5.0,3.0,3.0,0.375,0.0,56.0,4.04305126783455,7.0,0.375,0
34.0,Engineering,4,18.0,2.9444389791664403,10648.0,9.273221270015384,5.0,3.0,3.0,0.15789473684210525,0.0,29.0,3.4011973816621555,1.5263157894736843,1.1875,0
29.0,Operations,2,5.0,1.791759469228055,4166.0,8.334951631422454,4.0,3.0,3.0,0.5,0.0,49.0,3.912023005428146,8.166666666666666,0.32727272727272727,0
46.0,Operations,3,2.0,1.0986122886681096,17055.0,9.74425732696557,4.0,4.0,3.0,1.3333333333333333,1.0,25.0,3.258096538021482,8.333333333333334,0.42857142857142855,2
40.0,HR,1,12.0,2.5649493574615367,11823.0,9.377886643187983,2.0,2.0,4.0,0.15384615384615385,-2.0,61.0,4.127134385045092,4.6923076923076925,0.3513513513513513,0
48.0,Marketing,1,14.0,2.70805020110221,23595.0,10.068832485122966,3.0,3.0,3.0,0.2,0.0,2.0,1.0986122886681096,0.13333333333333333,2.6470588235294117,1
27.0,Marketing,2,13.0,2.639057329615259,22694.0,10.029899914890565,3.0,3.0,4.0,0.21428571428571427,-1.0,49.0,3.912023005428146,3.5,0.6666666666666666,0
28.0,Operations,4,22.0,3.1354942159291497,2553.0,7.845416036592485,3.0,3.0,3.0,0.13043478260869565,0.0,67.0,4.219507705176107,2.9130434782608696,0.7666666666666666,0
55.0,Engineering,1,15.0,2.772588722239781,5242.0,8.564649132572534,3.0,1.0,5.0,0.0625,-4.0,24.0,3.2188758248682006,1.5,0.4,0
34.0,Finance,1,17.0,2.8903717578961645,12630.0,9.443909388773974,2.0,2.0,4.0,0.1111111111111111,-2.0,50.0,3.9318256327243257,2.7777777777777777,0.5294117647058824,0
37.0,HR,4,21.0,3.091042453358316,1164.0,7.060476365999801,3.0,2.0,5.0,0.09090909090909091,-3.0,12.0,2.5649493574615367,0.5454545454545454,1.2941176470588236,1
56.0,Operations,4,21.0,3.091042453358316,1568.0,7.358193752733032,2.0,4.0,3.0,0.18181818181818182,1.0,43.0,3.784189633918261,1.9545454545454546,1.353846153846154,0
24.0,Engineering,3,10.0,2.3978952727983707,7754.0,8.956093075610639,3.0,1.0,3.0,0.09090909090909091,-2.0,34.0,3.5553480614894135,3.090909090909091,0.24444444444444444,0
22.0,Finance,4,2.0,1.0986122886681096,13966.0,9.54445268330577,3.0,3.0,4.0,1.0,-1.0,54.0,4.007333185232471,18.0,0.15789473684210525,2
26.0,Finance,2,21.0,3.091042453358316,21255.0,9.96439448743965,4.0,5.0,4.0,0.22727272727272727,1.0,86.0,4.465908118654584,3.909090909090909,1.0185185185185186,0
24.0,Operations,1,9.0,2.302585092994046,11823.0,9.377886643187983,4.0,2.0,5.0,0.2,-3.0,8.0,2.1972245773362196,0.8,1.1111111111111112,1
49.0,Sales,3,9.0,2.302585092994046,5529.0,8.61794309451638,3.0,3.0,3.0,0.3,0.0,1.0,0.6931471805599453,0.1,2.727272727272727,1
38.0,HR,1,20.0,3.044522437723423,16609.0,9.71776020260734,2.0,4.0,4.0,0.19047619047619047,0.0,60.0,4.110873864173311,2.857142857142857,1.037037037037037,0
46.0,Finance,1,15.0,2.772588722239781,11823.0,9.377886643187983,3.0,5.0,2.0,0.3125,3.0,49.0,3.912023005428146,3.0625,1.2307692307692308,0
54.0,Operations,4,11.0,2.4849066497880004,4354.0,8.379079889286603,1.0,4.0,3.0,0.3333333333333333,1.0,43.0,3.784189633918261,3.5833333333333335,0.8727272727272726,0
30.0,Operations,2,1.0,0.6931471805599453,1235.0,7.119635638017636,3.0,4.0,2.0,2.0,2.0,63.0,4.1588830833596715,31.5,0.12307692307692308,2
56.0,Engineering,1,8.0,2.1972245773362196,12472.0,9.431321587125709,3.0,4.0,3.0,0.4444444444444444,1.0,30.0,3.4339872044851463,3.3333333333333335,0.9230769230769229,0
34.0,Sales,3,23.0,3.1780538303479458,23078.0,10.046678392127044,1.0,3.0,5.0,0.125,-2.0,46.0,3.8501476017100584,1.9166666666666667,1.0285714285714285,0
35.0,Marketing,2,23.0,3.1780538303479458,10830.0,9.290167671835738,5.0,1.0,3.0,0.041666666666666664,-2.0,95.0,4.564348191467836,3.9583333333333335,0.20168067226890754,0
28.0,Engineering,3,24.0,3.2188758248682006,15860.0,9.67161854490356,3.0,5.0,3.0,0.2,2.0,81.0,4.406719247264253,3.24,1.1792452830188678,0
34.0,Finance,3,14.0,2.70805020110221,16456.0,9.708506197595383,3.0,3.0,2.0,0.2,1.0,76.0,4.343805421853684,5.066666666666666,0.4945054945054945,0
43.0,Finance,2,2.0,1.0986122886681096,17009.0,9.741556685389908,1.0,3.0,3.0,1.0,0.0,68.0,4.23410650459726,22.666666666666668,0.1267605633802817,2
41.0,Engineering,4,12.0,2.5649493574615367,10026.0,9.213036733523925,2.0,2.0,3.0,0.15384615384615385,-1.0,57.0,4.060443010546419,4.384615384615385,0.3714285714285714,0
36.0,Operations,4,17.0,2.8903717578961645,8074.0,8.996528148090857,3.0,4.0,2.0,0.2222222222222222,2.0,43.0,3.784189633918261,2.388888888888889,1.180327868852459,0
38.0,Finance,3,7.0,2.0794415416798357,20545.0,9.93042155377621,5.0,1.0,4.0,0.125,-3.0,73.0,4.304065093204169,9.125,0.09876543209876543,0
44.0,Sales,4,16.0,2.833213344056216,2285.0,7.734558844354756,3.0,4.0,5.0,0.23529411764705882,-1.0,55.0,4.02535169073515,3.235294117647059,0.9444444444444444,0
46.0,HR,4,7.0,2.0794415416798357,14552.0,9.585552436913327,4.0,4.0,2.0,0.5,2.0,42.0,3.7612001156935624,5.25,0.64,0
45.0,Sales,3,6.0,1.9459101490553132,21616.0,9.981235321158053,2.0,3.0,2.0,0.42857142857142855,1.0,88.0,4.48863636973214,12.571428571428571,0.22105263157894736,0
49.0,Finance,4,6.0,1.9459101490553132,4903.0,8.497806477616047,5.0,4.0,3.0,0.5714285714285714,1.0,33.0,3.5263605246161616,4.714285714285714,0.7,0
35.0,Marketing,3,2.0,1.0986122886681096,19462.0,9.876270506242575,3.0,4.0,4.0,1.3333333333333333,0.0,29.0,3.4011973816621555,9.666666666666666,0.375,2
45.0,HR,2,3.0,1.3862943611198906,9762.0,9.186355009225672,3.0,3.0,3.0,0.75,0.0,69.0,4.248495242049359,17.25,0.1643835616438356,2
27.0,Engineering,2,24.0,3.2188758248682006,14466.0,9.57962547262959,3.0,2.0,3.0,0.08,-1.0,54.0,4.007333185232471,2.16,0.6329113924050632,0
41.0,Engineering,4,4.0,1.6094379124341003,8054.0,8.994048295611075,2.0,2.0,5.0,0.4,-3.0,49.0,3.912023005428146,9.8,0.18518518518518517,0
21.0,Operations,4,14.0,2.70805020110221,4378.0,8.384575666801398,5.0,5.0,3.0,0.3333333333333333,2.0,49.0,3.912023005428146,3.2666666666666666,1.171875,0
28.0,HR,2,4.0,1.6094379124341003,13153.0,9.484481173861296,5.0,1.0,5.0,0.2,-4.0,25.0,3.258096538021482,5.0,0.16666666666666666,0
44.0,Marketing,1,12.0,2.5649493574615367,18051.0,9.801011760946892,4.0,4.0,3.0,0.3076923076923077,1.0,56.0,4.04305126783455,4.3076923076923075,0.7536231884057971,0
31.0,Engineering,1,7.0,2.0794415416798357,11823.0,9.377886643187983,3.0,3.0,4.0,0.375,-1.0,23.0,3.1780538303479458,2.875,0.7741935483870968,0
37.0,Engineering,2,7.0,2.0794415416798357,16584.0,9.716253951381153,4.0,3.0,3.0,0.375,0.0,52.0,3.970291913552122,6.5,0.4,0
28.0,HR,1,4.0,1.6094379124341003,14689.0,9.594922269167922,1.0,3.0,5.0,0.6,-2.0,69.0,4.248495242049359,13.8,0.2027027027027027,2
55.0,Sales,2,8.0,2.1972245773362196,2875.0,7.964155718840937,3.0,4.0,3.0,0.4444444444444444,1.0,42.0,3.7612001156935624,4.666666666666667,0.7058823529411764,0
53.0,Engineering,3,3.0,1.3862943611198906,18265.0,9.812796687251625,3.0,3.0,3.0,0.75,0.0,57.0,4.060443010546419,14.25,0.19672131147540983,2
25.0,Operations,3,2.0,1.0986122886681096,2286.0,7.734996194022781,3.0,3.0,4.0,1.0,-1.0,48.0,3.8918202981106265,16.0,0.17647058823529413,2
59.0,Operations,2,1.0,0.6931471805599453,18924.0,9.84823907830565,3.0,1.0,2.0,0.5,-1.0,41.0,3.7376696182833684,20.5,0.046511627906976744,2
48.0,Engineering,1,7.0,2.0794415416798357,20650.0,9.935519023366792,3.0,2.0,3.0,0.25,-1.0,75.0,4.330733340286331,9.375,0.1927710843373494,0
27.0,Sales,4,22.0,3.1354942159291497,24288.0,10.097778851943309,4.0,3.0,4.0,0.13043478260869565,-1.0,99.0,4.605170185988092,4.304347826086956,0.5655737704918034,0
29.0,Sales,1,12.0,2.5649493574615367,15770.0,9.665928089487558,3.0,3.0,2.0,0.23076923076923078,1.0,65.0,4.189654742026425,5.0,0.5,0
28.0,Marketing,3,1.0,0.6931471805599453,6268.0,8.743372131273969,2.0,4.0,3.0,2.0,1.0,10.0,2.3978952727983707,5.0,0.6666666666666666,2
32.0,Operations,3,13.0,2.639057329615259,7793.0,8.961109485898655,2.0,3.0,2.0,0.21428571428571427,1.0,97.0,4.584967478670572,6.928571428571429,0.37837837837837834,0
54.0,Marketing,1,13.0,2.639057329615259,4403.0,8.390268497842571,2.0,3.0,4.0,0.21428571428571427,-1.0,89.0,4.499809670330265,6.357142857142857,0.4077669902912622,0
53.0,Operations,1,3.0,1.3862943611198906,2376.0,7.773594467360194,2.0,3.0,2.0,0.75,1.0,17.0,2.8903717578961645,4.25,0.5714285714285714,2
43.0,Finance,1,5.0,1.791759469228055,21915.0,9.994972242658307,3.0,4.0,4.0,0.6666666666666666,0.0,84.0,4.442651256490317,14.0,0.26666666666666666,2
44.0,Finance,4,10.0,2.3978952727983707,3294.0,8.100161446936607,3.0,3.0,3.0,0.2727272727272727,0.0,99.0,4.605170185988092,9.0,0.3,0
57.0,HR,1,2.0,1.0986122886681096,4044.0,8.305236829492593,3.0,3.0,2.0,1.0,1.0,51.0,3.9512437185814275,17.0,0.16666666666666666,2
55.0,Marketing,1,7.0,2.0794415416798357,14766.0,9.600150240473774,3.0,4.0,3.0,0.5,1.0,45.0,3.828641396489095,5.625,0.6037735849056604,0
47.0,Marketing,1,13.0,2.639057329615259,5894.0,8.68185981297147,2.0,3.0,3.0,0.21428571428571427,0.0,21.0,3.091042453358316,1.5,1.2,0
55.0,HR,2,12.0,2.5649493574615367,7831.0,8.965973184210347,3.0,3.0,3.0,0.23076923076923078,0.0,52.0,3.970291913552122,4.0,0.6,0
21.0,Sales,1,12.0,2.5649493574615367,7671.0,8.945332616563274,4.0,3.0,1.0,0.23076923076923078,2.0,58.0,4.07753744390572,4.461538461538462,0.5492957746478873,0
57.0,Sales,3,12.0,2.5649493574615367,18328.0,9.816239783971849,2.0,4.0,1.0,0.3076923076923077,3.0,29.0,3.4011973816621555,2.230769230769231,1.2380952380952381,1
23.0,Finance,1,5.0,1.791759469228055,14290.0,9.567385247481795,3.0,3.0,3.0,0.5,0.0,97.0,4.584967478670572,16.166666666666668,0.17475728155339804,2
21.0,HR,3,15.0,2.772588722239781,14383.0,9.573871756711402,3.0,3.0,3.0,0.1875,0.0,56.0,4.04305126783455,3.5,0.6666666666666666,0
25.0,Marketing,2,1.0,0.6931471805599453,16926.0,9.736665259189097,1.0,2.0,3.0,1.0,-1.0,72.0,4.290459441148391,36.0,0.05405405405405406,2
46.0,Sales,3,7.0,2.0794415416798357,20769.0,9.941264916870159,3.0,2.0,3.0,0.25,-1.0,19.0,2.995732273553991,2.375,0.5925925925925926,0
34.0,Engineering,1,16.0,2.833213344056216,8254.0,9.018574356354229,3.0,3.0,4.0,0.17647058823529413,-1.0,24.0,3.2188758248682006,1.411764705882353,1.24390243902439,0
59.0,Finance,1,22.0,3.1354942159291497,7569.0,8.931948346431495,1.0,2.0,3.0,0.08695652173913043,-1.0,18.0,2.9444389791664403,0.782608695652174,1.1219512195121952,1
47.0,Finance,4,1.0,0.6931471805599453,7430.0,8.91341571815747,3.0,2.0,2.0,1.0,0.0,4.0,1.6094379124341003,2.0,0.6666666666666666,2
29.0,Engineering,1,9.0,2.302585092994046,7128.0,8.871926251117628,2.0,3.0,3.0,0.3,0.0,74.0,4.31748811353631,7.4,0.35714285714285715,0
35.0,Sales,1,15.0,2.772588722239781,9144.0,9.120962560824966,3.0,3.0,2.0,0.1875,1.0,78.0,4.3694478524670215,4.875,0.5106382978723404,0
35.0,Sales,2,5.0,1.791759469228055,14520.0,9.583351156530737,1.0,4.0,1.0,0.6666666666666666,3.0,71.0,4.276666119016055,11.833333333333334,0.3116883116883117,2
46.0,Marketing,4,1.0,0.6931471805599453,6631.0,8.79966169681513,2.0,3.0,3.0,1.5,0.0,82.0,4.418840607796598,41.0,0.07142857142857142,2
33.0,Marketing,2,1.0,0.6931471805599453,20196.0,9.913289357508388,2.0,5.0,3.0,2.5,2.0,86.0,4.465908118654584,43.0,0.11363636363636363,2
52.0,Operations,3,12.0,2.5649493574615367,13697.0,9.52500511575785,1.0,3.0,3.0,0.23076923076923078,0.0,26.0,3.295836866004329,2.0,1.0,0
59.0,Operations,1,23.0,3.1780538303479458,18183.0,9.808297365532379,5.0,4.0,4.0,0.16666666666666666,0.0,39.0,3.6888794541139363,1.625,1.5238095238095237,0
52.0,HR,3,14.0,2.70805020110221,10591.0,9.26785427817679,1.0,4.0,3.0,0.26666666666666666,1.0,95.0,4.564348191467836,6.333333333333333,0.5454545454545455,0
24.0,Finance,2,1.0,0.6931471805599453,18842.0,9.843896771122491,3.0,3.0,3.0,1.5,0.0,25.0,3.258096538021482,12.5,0.2222222222222222,2
50.0,Marketing,1,6.0,1.9459101490553132,10464.0,9.2557916348801,2.0,3.0,1.0,0.42857142857142855,2.0,26.0,3.295836866004329,3.7142857142857144,0.6363636363636364,0
57.0,Sales,1,2.0,1.0986122886681096,21846.0,9.991818891326092,3.0,4.0,3.0,1.3333333333333333,1.0,61.0,4.127134385045092,20.333333333333332,0.1875,2
43.0,Engineering,2,7.0,2.0794415416798357,10750.0,9.282754052485227,5.0,2.0,3.0,0.25,-1.0,82.0,4.418840607796598,10.25,0.17777777777777778,0
59.0,Sales,2,22.0,3.1354942159291497,20723.0,9.939047727934678,2.0,3.0,3.0,0.13043478260869565,0.0,49.0,3.912023005428146,2.130434782608696,0.9583333333333333,0
35.0,Finance,2,13.0,2.639057329615259,2335.0,7.756195343948118,5.0,3.0,4.0,0.21428571428571427,-1.0,41.0,3.7376696182833684,2.9285714285714284,0.7636363636363637,0
49.0,HR,2,23.0,3.1780538303479458,11763.0,9.372799299673886,2.0,3.0,3.0,0.125,0.0,28.0,3.367295829986474,1.1666666666666667,1.3846153846153844,0
56.0,HR,2,22.0,3.1354942159291497,8277.0,9.021356672308677,4.0,1.0,3.0,0.043478260869565216,-2.0,38.0,3.6635616461296463,1.6521739130434783,0.3770491803278688,0
33.0,HR,1,21.0,3.091042453358316,17541.0,9.772353284511327,3.0,5.0,3.0,0.22727272727272727,2.0,59.0,4.0943445622221,2.6818181818181817,1.3580246913580247,0
52.0,Finance,2,6.0,1.9459101490553132,20507.0,9.928570332903591,4.0,3.0,3.0,0.42857142857142855,0.0,40.0,3.713572066704308,5.714285714285714,0.44680851063829785,0
27.0,Operations,1,20.0,3.044522437723423,23454.0,10.062838970762558,3.0,3.0,3.0,0.14285714285714285,0.0,32.0,3.4965075614664802,1.5238095238095237,1.1886792452830188,0
42.0,Engineering,1,6.0,1.9459101490553132,12482.0,9.432122997651051,3.0,5.0,2.0,0.7142857142857143,3.0,82.0,4.418840607796598,11.714285714285714,0.39325842696629215,2
22.0,HR,2,16.0,2.833213344056216,23928.0,10.082846391479316,2.0,5.0,3.0,0.29411764705882354,2.0,96.0,4.574710978503383,5.647058823529412,0.7522123893805309,0
26.0,Finance,4,12.0,2.5649493574615367,1223.0,7.1098794630722715,5.0,3.0,3.0,0.23076923076923078,0.0,15.0,2.772588722239781,1.1538461538461537,1.392857142857143,1
48.0,Engineering,1,20.0,3.044522437723423,20916.0,9.94831750445392,3.0,2.0,4.0,0.09523809523809523,-2.0,22.0,3.1354942159291497,1.0476190476190477,0.9767441860465117,0
48.0,HR,2,12.0,2.5649493574615367,13631.0,9.520175249069098,3.0,4.0,3.0,0.3076923076923077,1.0,6.0,1.9459101490553132,0.46153846153846156,2.7368421052631575,1
40.0,Operations,2,20.0,3.044522437723423,20990.0,9.951849053414007,4.0,3.0,3.0,0.14285714285714285,0.0,25.0,3.258096538021482,1.1904761904761905,1.3695652173913042,0
50.0,HR,2,18.0,2.9444389791664403,19483.0,9.877348894926433,3.0,4.0,4.0,0.21052631578947367,0.0,95.0,4.564348191467836,5.0,0.6666666666666666,0
31.0,HR,4,20.0,3.044522437723423,6878.0,8.836228571526014,5.0,5.0,4.0,0.23809523809523808,1.0,11.0,2.4849066497880004,0.5238095238095238,3.28125,1
48.0,Marketing,4,18.0,2.9444389791664403,5175.0,8.551787836180736,4.0,4.0,4.0,0.21052631578947367,0.0,71.0,4.276666119016055,3.736842105263158,0.8444444444444446,0
45.0,HR,3,24.0,3.2188758248682006,22010.0,9.999297607382104,3.0,3.0,3.0,0.12,0.0,4.0,1.6094379124341003,0.16,2.586206896551724,1
59.0,HR,1,24.0,3.2188758248682006,12554.0,9.437874271591685,4.0,4.0,4.0,0.16,0.0,49.0,3.912023005428146,1.96,1.3513513513513513,0
53.0,Operations,3,21.0,3.091042453358316,11823.0,9.377886643187983,1.0,3.0,1.0,0.13636363636363635,2.0,68.0,4.23410650459726,3.090909090909091,0.7333333333333334,0
21.0,Operations,2,16.0,2.833213344056216,18486.0,9.824823061352445,2.0,3.0,2.0,0.17647058823529413,1.0,48.0,3.8918202981106265,2.823529411764706,0.7846153846153846,0
47.0,Engineering,4,22.0,3.1354942159291497,11205.0,9.32420462812523,3.0,4.0,1.0,0.17391304347826086,3.0,25.0,3.258096538021482,1.0869565217391304,1.9166666666666667,1
33.0,Operations,4,22.0,3.1354942159291497,13653.0,9.521787797978225,2.0,2.0,4.0,0.08695652173913043,-2.0,4.0,1.6094379124341003,0.17391304347826086,1.703703703703704,1
23.0,Sales,1,9.0,2.302585092994046,16182.0,9.691716587516886,4.0,4.0,1.0,0.4,3.0,21.0,3.091042453358316,2.1,1.2903225806451613,1
59.0,Finance,4,9.0,2.302585092994046,19341.0,9.870034176276908,5.0,4.0,3.0,0.4,1.0,78.0,4.3694478524670215,7.8,0.45454545454545453,0
28.0,Marketing,4,7.0,2.0794415416798357,9963.0,9.20673387638207,3.0,3.0,3.0,0.375,0.0,27.0,3.332204510175204,3.375,0.6857142857142857,0
47.0,HR,3,21.0,3.091042453358316,19633.0,9.885018036252466,5.0,4.0,3.0,0.18181818181818182,1.0,32.0,3.4965075614664802,1.4545454545454546,1.6296296296296295,1
29.0,Finance,2,19.0,2.995732273553991,1241.0,7.124478262493424,3.0,3.0,2.0,0.15,1.0,22.0,3.1354942159291497,1.1,1.4285714285714286,1
57.0,Marketing,3,19.0,2.995732273553991,2207.0,7.699842407396986,3.0,4.0,3.0,0.2,1.0,96.0,4.574710978503383,4.8,0.6896551724137931,0
53.0,Engineering,4,17.0,2.8903717578961645,5137.0,8.544419177669829,3.0,2.0,4.0,0.1111111111111111,-2.0,17.0,2.8903717578961645,0.9444444444444444,1.0285714285714287,0
44.0,Operations,3,13.0,2.639057329615259,13980.0,9.545454543987825,5.0,2.0,1.0,0.14285714285714285,1.0,29.0,3.4011973816621555,2.0714285714285716,0.6511627906976744,0
35.0,Finance,3,12.0,2.5649493574615367,24789.0,10.118195625029236,3.0,2.0,3.0,0.15384615384615385,-1.0,25.0,3.258096538021482,1.9230769230769231,0.6842105263157894,0
52.0,Marketing,1,13.0,2.639057329615259,17927.0,9.794119015480764,4.0,3.0,3.0,0.21428571428571427,0.0,15.0,2.772588722239781,1.0714285714285714,1.4482758620689657,1
44.0,Sales,4,20.0,3.044522437723423,16526.0,9.712750686140826,3.0,4.0,4.0,0.19047619047619047,0.0,38.0,3.6635616461296463,1.8095238095238095,1.4237288135593222,0
32.0,HR,3,23.0,3.1780538303479458,13843.0,9.535607204755236,3.0,3.0,3.0,0.125,0.0,32.0,3.4965075614664802,1.3333333333333333,1.2857142857142858,0
59.0,Operations,1,14.0,2.70805020110221,12915.0,9.466222131878165,4.0,3.0,3.0,0.2,0.0,25.0,3.258096538021482,1.6666666666666667,1.1249999999999998,0
22.0,Finance,4,21.0,3.091042453358316,1766.0,7.4770384723196965,3.0,1.0,1.0,0.045454545454545456,0.0,47.0,3.8712010109078907,2.1363636363636362,0.31884057971014496,0
23.0,HR,2,3.0,1.3862943611198906,20641.0,9.935083114125879,4.0,3.0,2.0,0.75,1.0,64.0,4.174387269895637,16.0,0.17647058823529413,2
57.0,Marketing,3,12.0,2.5649493574615367,18650.0,9.833655042937448,5.0,3.0,3.0,0.23076923076923078,0.0,37.0,3.6375861597263857,2.8461538461538463,0.78,0
37.0,HR,1,22.0,3.1354942159291497,675.0,6.516193076042964,3.0,1.0,3.0,0.043478260869565216,-2.0,1.0,0.6931471805599453,0.043478260869565216,0.9583333333333334,1
22.0,Finance,4,17.0,2.8903717578961645,21046.0,9.954513311139172,4.0,2.0,3.0,0.1111111111111111,-1.0,45.0,3.828641396489095,2.5,0.5714285714285714,0
43.0,Marketing,3,22.0,3.1354942159291497,11880.0,9.382695764458287,3.0,3.0,3.0,0.13043478260869565,0.0,37.0,3.6375861597263857,1.608695652173913,1.15,0
